5.565545400398073722e-04;2.294887941142744153e-04
5.500129880230507492e-04;2.175621334594472170e-04
5.553046160146836614e-04;2.210907422240318955e-04
5.533978885233144544e-04;2.266315447913709298e-04
5.525536745184597568e-04;2.222657444346212068e-04
5.584389974969680226e-04;2.260335171648831252e-04
5.584918339206547963e-04;2.242258442297463748e-04
5.663726983703962258e-04;2.352398181677143934e-04
5.763934998493197267e-04;2.400575483539317697e-04
5.546717912091224867e-04;2.158194557914021403e-04
5.778993307684140599e-04;2.247864968841646312e-04
5.555699330126427377e-04;2.217133396319136130e-04
5.466341619047742533e-04;2.125674212962147243e-04
5.585858466763285544e-04;2.206807697926017138e-04
5.820576857918753014e-04;2.389715318133038297e-04
5.530929694503981418e-04;2.282996002675563140e-04
5.631743954644093195e-04;2.232218640229475452e-04
5.579336812219729685e-04;2.250020741921402768e-04
5.552196371525026583e-04;2.183017556768391469e-04
5.606216543951737623e-04;2.305638434347065521e-04
5.700061331531503612e-04;2.236048518210581842e-04
5.495516341157515635e-04;2.201335643040577611e-04
5.675745828403931876e-04;2.279301914566591691e-04
5.591769096777421920e-04;2.257293034331807693e-04
5.553661603659971286e-04;2.225839462283415505e-04
5.428652025476309170e-04;2.200455403061793121e-04
5.567837827926537617e-04;2.206035446124310145e-04
5.632515777052130588e-04;2.227819658663828526e-04
5.535083912408198794e-04;2.209252923012861112e-04
5.668180542522278931e-04;2.324556594331766935e-04
5.679621256695714096e-04;2.299730294704797017e-04
5.616188970029989532e-04;2.157218943560743779e-04
5.497090196082333362e-04;2.157076578556811576e-04
5.584922067644619483e-04;2.268392845686462904e-04
5.719534445797345079e-04;2.281411798689365954e-04
5.365913909375720275e-04;2.162144591292495123e-04
5.442613638657405831e-04;2.182674140426749988e-04
5.736379818046144930e-04;2.287124161994926234e-04
5.573017725723550036e-04;2.270671524007922487e-04
5.448610715083105575e-04;2.174625487072716487e-04
5.529905964987743682e-04;2.155040148797256953e-04
5.527661561285053060e-04;2.211634521347417793e-04
5.577556278547979394e-04;2.251395189569926002e-04
5.497638184306686019e-04;2.199004156265291297e-04
5.587047208548498066e-04;2.289988735782726593e-04
5.650411081351350284e-04;2.269701661444633440e-04
5.419753094687177830e-04;2.146763908072806502e-04
5.536608634489291990e-04;2.164996864340498891e-04
5.455823279957450070e-04;2.177149445659264885e-04
5.673091492274787888e-04;2.345997288756427246e-04
