5.171625505083741636e+00;-2.047480560615682954e+00
5.233620768325160100e+00;-2.064611973510797949e+00
5.191500899307486705e+00;-2.050454977060328865e+00
5.483804587746663017e+00;-2.144268182815541657e+00
5.700053219583745445e+00;-2.208453143604939495e+00
5.311299291290967339e+00;-2.077970063679148272e+00
5.296713516067192984e+00;-2.089780811263751481e+00
5.701375671991364413e+00;-2.205683745486397118e+00
5.174981719881555975e+00;-2.040878505277117227e+00
5.551011896867774631e+00;-2.152891290132354474e+00
5.391990792595626303e+00;-2.114257076646145261e+00
4.865313267070618508e+00;-1.946614923044084122e+00
5.422410992539957064e+00;-2.125290295310910071e+00
5.426990138087526283e+00;-2.108605267173125686e+00
5.246712412649697121e+00;-2.054305312522118676e+00
5.294705393073675381e+00;-2.080253108868665102e+00
5.208132864124929817e+00;-2.051805298740712491e+00
5.172034990919728514e+00;-2.044063620398948622e+00
5.114438491978655854e+00;-2.028030098052484131e+00
5.532593603624334833e+00;-2.146919462982762816e+00
5.577678037890026808e+00;-2.161131728899449378e+00
5.477965437681893590e+00;-2.139113325509144570e+00
5.104971255614671577e+00;-2.026521459142779147e+00
5.175028432349344953e+00;-2.036703511871601258e+00
5.363082667970203943e+00;-2.099506160116380471e+00
5.212510957851232085e+00;-2.054818402058185001e+00
5.535014465352020352e+00;-2.155684388700815024e+00
5.591552501020018440e+00;-2.171097327226356732e+00
5.123525384876754352e+00;-2.027485713895898822e+00
5.190821614852779931e+00;-2.055023560645965031e+00
5.038756323597118225e+00;-1.999490730093914648e+00
5.010680883829438770e+00;-1.992153643850742339e+00
5.003101373991053258e+00;-1.977419317509517160e+00
5.392592067659319532e+00;-2.118976679890217873e+00
5.187217273729592293e+00;-2.050972246266353771e+00
5.156401376527172786e+00;-2.036147046067406485e+00
4.943889087145299399e+00;-1.971313380880481247e+00
5.098268098465547737e+00;-2.021693666759175390e+00
5.179886408930274300e+00;-2.050000277559159922e+00
5.245739685904807992e+00;-2.071028539898692955e+00
5.275971262964597841e+00;-2.072624387277770541e+00
5.676047825918504763e+00;-2.196099933361256085e+00
5.390061344288045397e+00;-2.109689705249329972e+00
4.895117806981567732e+00;-1.959591367549629037e+00
5.286606038049479039e+00;-2.087027130983022172e+00
5.107455335335548519e+00;-2.027104848518527458e+00
5.565342587453645962e+00;-2.163907911829972885e+00
5.088270090593491446e+00;-2.005882443859025699e+00
5.680465102129872434e+00;-2.202875725256489226e+00
5.693647979139794479e+00;-2.196295578187702269e+00
5.359231942010482364e+00;-2.101789344359262568e+00
4.989905274067959695e+00;-1.984420309726688370e+00
4.995737145028432913e+00;-1.989289588202676429e+00
5.224431354509137648e+00;-2.056716121706606337e+00
5.405701117715629778e+00;-2.119772703082724696e+00
5.201299147303823922e+00;-2.055229147183189831e+00
4.855003931742031043e+00;-1.943660107069414611e+00
5.056135327179799965e+00;-2.001919540332765202e+00
5.046588748350359310e+00;-1.994648583646360107e+00
5.454261073673182025e+00;-2.129546652485864833e+00
5.268620466400801838e+00;-2.080298061773145690e+00
5.521454399176417560e+00;-2.142287443194758279e+00
4.979474934739736902e+00;-1.981138068137623831e+00
5.582770481435153087e+00;-2.168911171136650662e+00
5.058134007532738785e+00;-2.009367536205744820e+00
5.618434285182308585e+00;-2.182341507940761094e+00
5.275063504257987645e+00;-2.082358026637103787e+00
5.156303683472009070e+00;-2.039716234144791862e+00
5.495290242341026143e+00;-2.144287114335194921e+00
5.787758250218678846e+00;-2.228978648143701946e+00
5.378775755644824130e+00;-2.104163204387595965e+00
5.121451198137698668e+00;-2.025925982236512546e+00
5.030434985643318591e+00;-1.997950761448348711e+00
5.213991920393498347e+00;-2.058243160500961455e+00
5.353058975795593533e+00;-2.086697617242242675e+00
5.326631528873641663e+00;-2.086721956454856919e+00
5.604856960360969254e+00;-2.177165609484417619e+00
5.272701891529062657e+00;-2.077047002683379162e+00
5.296669890311670237e+00;-2.088407958826072441e+00
5.040216854764514309e+00;-2.005158296681815777e+00
5.178132975532237836e+00;-2.038813518020341942e+00
5.068984000118726740e+00;-2.009327553797919386e+00
5.029715056285458452e+00;-1.993211171044572794e+00
5.525695515895863608e+00;-2.140722056476087598e+00
5.112213951654370092e+00;-2.024995221048711436e+00
5.386204368696408729e+00;-2.113918554448328990e+00
4.974061991841955077e+00;-1.974123304355847708e+00
5.471409447502123768e+00;-2.132068228598551940e+00
5.600592831123411663e+00;-2.182083591699877978e+00
4.641614604386893106e+00;-1.870934292752021832e+00
4.957876101577486594e+00;-1.972628021227581741e+00
5.250543804031032380e+00;-2.070720588267158657e+00
5.317231734195497772e+00;-2.093529393093444213e+00
5.475371677711885710e+00;-2.129878885282591394e+00
5.316205332989555110e+00;-2.089356072215213356e+00
5.677977798572849011e+00;-2.182574946758105483e+00
4.946346795251853834e+00;-1.971727461484569233e+00
5.613279163183003462e+00;-2.172478374891370745e+00
5.270864773137343029e+00;-2.074795846386163767e+00
5.583037937165631348e+00;-2.165210736602493746e+00
